ID	TokenizedText	datetime	sentiment	pre-processed-tweet	pos_cnt	neg_cnt	retweet_cnt
539762	what a nice first hour open on $spy	2017-03-21T14:31:45.000Z	1	nice first hour open spy	0	0	0
539799	is the bank rally over ? $bac $jpm via @investopedia	2017-03-21T14:30:29.000Z	-1	bank rally bac jpm via investopedia	0	0	0
539830	#stocks to watch : $aapl unveils ( red ) iphone , $wmt new startup , $adbe and $msft join forces	2017-03-21T14:29:36.000Z	1	stocks watch aapl unveils red iphone wmt new startup adbe msft join forces	0	0	16
539927	; - ) $aapl @drudge_report boom : apple stock sets fresh record ...	2017-03-21T14:27:36.000Z	1	aapl boom apple stock sets fresh record	1	0	1
540079	#viewfromthefloor w/ @mayaichung : @goldmansachs developing new robo advisor to advise wider client base $gs #fintech	2017-03-21T14:54:08.000Z	1	w mayaichung goldmansachs developing new advisor wider client base gs fintech	0	0	3
540090	wiseguys have no problems buying $aapl highs :	2017-03-21T14:53:50.000Z	1	wiseguys no problems buying aapl highs	2	1	0
540164	2017 's biggest hacks ( and it 's only march ) $aapl $dis $fb $ssi $mcd $hbayf #cybersecurity	2017-03-21T14:52:00.000Z	1	2017s biggest hacks march aapl dis fb mcd cybersecurity	0	0	1
540184	.. @jedimarkus77 spooky accuracy $nflx	2017-03-21T14:51:21.000Z	1	nflx	0	0	1
540291	$msft microsoft is going to be sexy again -- how to win with options in microsoft	2017-03-21T14:47:59.000Z	1	msft microsoft going win options microsoft	1	0	0
540300	rt @nod008 : how you felt when you `` sold the $amzn top '' 27 points ago ...	2017-03-21T14:47:43.000Z	-1	rt felt sold amzn top 27 points ago	0	0	2
540328	is retail industry just $amzn vs. $wmt ? $jcp $shld $m $kss $tgt all falling again . walmart making new moves to invest digitally vs. amazon .	2017-03-21T14:46:20.000Z	1	retail industry amzn vs wmt jcp shld kss tgt falling walmart making new moves invest vs amazon	0	1	3
540366	u.s. used car prices plunge most in any month since 2008 : $f $gm $tsla	2017-03-21T14:45:06.000Z	-1	us used car prices plunge month since 2008 f gm tsla	0	1	12
540407	morgan stanley 's colm kelleher says broad pillars of dodd-frank make a lot of sense ; volcker provision makes a huge amount of sense $ms	2017-03-21T14:43:56.000Z	1	morgan stanleys says broad doddfrank make lot sense makes huge amount sense ms	0	0	0
540508	rt @mylesudland : $xlf down 1.6 %	2017-03-21T15:07:10.000Z	1	rt mylesudland xlf down 16	0	0	5
540588	rt @charliebilello : the s & amp ; p 500 just dropped 1 % intraday , bringing to an end the most peaceful market in history . $spx	2017-03-21T15:05:52.000Z	-1	rt charliebilello sampp 500 dropped 1 intraday bringing end peaceful market history spx	0	1	144
540627	the s & amp ; p 500 just dropped 1 % intraday , bringing to an end the most peaceful market in history . $spx	2017-03-21T15:04:52.000Z	1	sampp 500 dropped 1 intraday bringing end peaceful market history spx	0	1	144
540667	the new iphones may be red but apple investors only seeing green . $aapl at all-time high & amp ; up nearly 25 % this year .	2017-03-21T15:03:40.000Z	1	new iphones may red apple investors seeing green aapl alltime high amp up nearly 25 year	0	0	3
540760	$ibm stock is up around 12 % since the election . kelly will speak with ibm ceo ginni rometty later today - first on	2017-03-21T15:01:23.000Z	1	ibm stock up around 12 since election kelly speak ibm ceo ginni rometty later today first on	0	0	10
540870	i do a $spx chart each day with thoughts and levels . it 's good to check . especially at the start off the week	2017-03-21T14:59:08.000Z	1	spx chart day thoughts levels good check especially start week	1	0	2
540987	$x $lb $uvxy beauties today	2017-03-21T14:56:19.000Z	1	x lb uvxy today	0	0	0
541047	apple launches red iphone , and ipad for $329 $aapl	2017-03-21T15:17:26.000Z	1	apple launches red iphone ipad aapl	0	0	1
541124	could be the first time the $qqq 's are below the 8day in 2017. need measure market health each step .	2017-03-21T15:15:36.000Z	-1	could first time below 8day 2017 need measure market health step	0	0	2
541140	#bigcall indeed #airlines have been one of favorite ideas since 2012. even #buffett now has 4 in his top 16 holding	2017-03-21T15:15:14.000Z	1	airlines one favorite ideas since 2012 even buffett 4 top 16 holding	1	0	1
541192	fyi - this was my intro to the oi and analysis above the above stocks that u could have started your week with $fb	2017-03-21T15:13:52.000Z	1	fyi oi analysis above above stocks u could started week fb	0	0	3
541249	$bac major move today - big big range for this name	2017-03-21T15:12:44.000Z	1	bac major move today big big range name	0	0	0
541284	ms 's kelleher says q1 `` feels like the fourth-quarter , maybe slightly better '' ( fixed income doing well , equities volumes are down ) $ms	2017-03-21T15:11:59.000Z	1	says q1 feels like fourthquarter maybe slightly better fixed income well equities volumes down ms	1	0	0
541504	facebook 's secular trends toward mobile , accelerating shift of ad dollars $fb $snap	2017-03-21T15:30:02.000Z	1	facebooks trends toward mobile accelerating shift ad dollars fb snap	0	0	1
541595	mr. abe goes to brussels . turnaround tuesday . discussed : $cat , $cop , $v , $wtr , $bcov , $gis #investools	2017-03-21T15:26:55.000Z	1	mr goes turnaround tuesday discussed cat cop v gis investools	0	0	0
541620	`` #apple 's [ $246 billion ] cash pile is worth more than all but 13 companies in the s & amp ; p '' @lamonicabuzz $aapl @cnnmoney	2017-03-21T15:26:22.000Z	1	apples 246 billion cash pile worth 13 companies sampp lamonicabuzz aapl cnnmoney	0	0	0
541749	rt @nanexllc : s & amp ; p 500 futures liquidity for each minute of each trading day so far in 2017. black line is today ( ends `` now '' ) $es_f $spy htt	2017-03-21T15:23:11.000Z	1	rt nanexllc sampp 500 futures minute trading day far 2017 black line today ends esf spy htt	0	0	45
541814	4 reasons sacconaghi is even more bullish on apple $aapl	2017-03-21T15:22:00.000Z	1	4 reasons even bullish apple aapl	0	0	1
541833	rt @chicagobluesky : apple unveils red iphone , cuts price on ipad as $aapl stock hits all-time high	2017-03-21T15:21:29.000Z	1	rt apple unveils red iphone cuts price ipad aapl stock hits alltime high	0	0	1
541853	#chipotle stk is biggest $spx gainer , +2.1 % . 3rd of dirs wo n't seek re-election as activitist investor #ackman keeps up pressure ^ko	2017-03-21T15:21:07.000Z	1	chipotle biggest spx 21 3rd wont seek reelection investor ackman keeps up pressure ko	0	0	0
542000	investor quiz . this chart is of ( a ) the ebola virus or ( b ) the $xlf ?	2017-03-21T15:42:41.000Z	-1	investor chart b xlf	0	0	0
542129	rt @jonnyknews : $fb 's hardware ambitions may have much in common with $amzn and $intc via @thestreet	2017-03-21T15:39:15.000Z	1	rt fbs hardware may much common amzn intc via thestreet	0	0	5
542173	rt @timothysykes : wow the $dia $spy $qqq are really speeding up to the downside , finally ! glad i warned longs in chat earlier today , do n't	2017-03-21T15:38:13.000Z	-1	rt timothysykes wow dia spy qqq really up downside finally glad warned longs chat earlier today dont	1	1	19
542198	wow the $dia $spy $qqq are really speeding up to the downside , finally ! glad i warned longs in chat earlier today , do n't try to be a hero !	2017-03-21T15:37:37.000Z	1	wow dia spy qqq really up downside finally glad warned longs chat earlier today dont try	1	1	19
542208	interesting $spy	2017-03-21T15:37:30.000Z	1	interesting spy	1	0	0
542223	@stockcats @ow $twtr is cats the whole way down .	2017-03-21T15:37:05.000Z	-1	twtr whole way down	0	0	0
542228	financials sector remains credit suisse 's highest-conviction overweight $ibb $spy $xlf	2017-03-21T15:37:01.000Z	1	financials sector remains credit ibb spy xlf	0	0	0
542229	$vrx who sneezed ?	2017-03-21T15:37:01.000Z	-1	vrx	0	0	0
542249	interest rate hikes do n't matter until they do ... - blog by @callum_thomas $spy	2017-03-21T15:36:20.000Z	1	interest rate hikes dont matter blog callumthomas spy	0	0	3
542387	$gld how to use options to profit from gold prices and hedge stocks	2017-03-21T15:32:44.000Z	1	gld use options profit gold prices hedge stocks	1	0	0
542524	wow . it actually happened . the s & amp ; p 500 dropped 1 % in a single day . the streak is over : $vix $spy $voo	2017-03-21T15:57:02.000Z	-1	wow actually happened sampp 500 dropped 1 single day streak vix spy voo	0	1	42
542550	5 min : watch @alexistvnews @rickjnewman @seanansmith & amp ; @pogue talk $cost , $amzn , $aapl & amp ; today 's midday stock actio	2017-03-21T15:56:15.000Z	1	5 min watch alexistvnews rickjnewman seanansmith amp talk cost amzn aapl amp todays midday stock	0	0	3
542888	for example , the $2.6 million health & amp ; fitness etf has nike make up 21.43 % of its portfolio $nke	2017-03-21T15:46:04.000Z	1	example 26 million health amp fitness etf nike make up portfolio nke	0	0	1
542930	twitter suspends more than 636,000 accounts to tackle extremism $twtr	2017-03-21T15:45:01.000Z	-1	twitter suspends accounts twtr	0	1	28
543031	today , twitter opened up @periscopeco producer . my breakdown of what live video is on the $twtr	2017-03-21T16:10:19.000Z	1	today twitter opened up breakdown live video twtr	0	1	2
543038	rt @timothysykes : these are the 4 best charts you will ever see these make me so happy $fb $twtr	2017-03-21T16:10:05.000Z	1	rt timothysykes 4 best charts ever see make happy fb twtr	2	0	8
543061	live : apple unveils new ipad and iphone 7 $aapl	2017-03-21T16:09:15.000Z	1	live apple unveils new ipad iphone 7 aapl	0	0	6
543109	live : apple hits new intra-day high - $aapl	2017-03-21T16:08:22.000Z	1	live apple hits new intraday high aapl	0	0	12
543147	as go banks , so goes market ? not seeing real catalyst for today 's slide . but banks lead way down . $bac $c $jpm $gs $wfc . $xlf etf down 2 % .	2017-03-21T16:07:10.000Z	-1	go banks goes market not seeing real catalyst todays slide banks lead way down bac c jpm gs wfc xlf etf down 2	0	0	3
543371	added mar 31/apr 238 $spy call calendars at 89c	2017-03-21T16:01:13.000Z	1	added mar spy call	0	0	1
543528	rt @stocktwits : this is facebook . it just hit new all-time highs . it 's now worth $409 billion . twice the size of walmart . $fb :	2017-03-21T16:27:19.000Z	1	rt stocktwits facebook hit new alltime highs worth 409 billion twice size walmart 🚀 fb	1	0	72
543677	$spx : buy the dip or sell the rip ? at 1pm , @jstanleyfx is going to look at this most recent run in u.s. equities	2017-03-21T16:22:49.000Z	1	spx buy dip sell rip going look recent run us equities	2	1	0
543688	addendum : some of us who are being marketed to by $adbe , $crm , #orcl do not enjoy the experience	2017-03-21T16:22:19.000Z	-1	us adbe crm orcl not enjoy experience	1	0	0
543690	new all-time intraday highs for fan which also notched closing highs yesterday but not g. $fb $amzn $nflx $googl	2017-03-21T16:22:13.000Z	1	new alltime intraday highs fan — also notched closing highs yesterday — not g fb amzn nflx googl	2	1	0
543734	rich greenfield : `` meaningful growth leg via @instagram stories '' one of the catalysts we cited in dec for why $fb would trade thru $130	2017-03-21T16:20:36.000Z	1	rich meaningful growth leg via instagram stories one catalysts dec fb would trade thru 130	0	0	0
543786	apple iphone 8s likely to have 3d sensors : $aapl	2017-03-21T16:19:01.000Z	1	apple iphone likely 3d sensors aapl	0	0	9
543808	$nke : buy , sell , or hold ? @jkrinskypga : `` nike can work on the upside here ''	2017-03-21T16:18:12.000Z	1	nke buy sell hold nike work upside	2	1	0
543816	rt @halftimereport : . @richbtig : `` how can you not own $fb here ? ''	2017-03-21T16:17:46.000Z	1	rt halftimereport richbtig not fb	0	0	3
543864	rt @neilblalock : big spike up in 20 day lows on $spx . couple that w/ big negative tick . i.e things to look for on a washout .	2017-03-21T16:15:56.000Z	-1	rt big spike up 20 day lows spx couple w big negative tick ie things look	0	1	7
543895	@apple is investing heavily in augmented reality , bloomberg @business reports $aapl	2017-03-21T16:15:01.000Z	1	apple investing heavily augmented reality bloomberg business reports aapl	0	0	0
543954	what an amazing market to watch , massive flows like clock-work buying the dip . $spy	2017-03-21T16:12:52.000Z	1	amazing market watch massive flows like buying dip spy	2	0	2
544043	bulls in $aapl & amp ; $fb , $cmg weeklys @angiemiles w @bubba_trading $fdx diagonal & amp ; $nke #earnings	2017-03-21T17:03:26.000Z	1	bulls aapl amp fb cmg angiemiles w fdx amp nke earnings	0	0	5
544241	so far , the biggest red candle of the year for $spy today	2017-03-21T16:55:10.000Z	1	far biggest red candle year spy today	0	0	0
544383	wow . $aapl up 25 % this year . cnnmoney	2017-03-21T16:49:38.000Z	1	wow aapl up 25 year cnnmoney	0	0	2
544458	will $nke bring its a-game for its upcoming earnings release ?	2017-03-21T16:47:25.000Z	1	nke bring upcoming earnings release	0	0	2
544531	vwap from election back in focus on $iwm	2017-03-21T17:23:47.000Z	-1	vwap election back focus iwm	0	0	9
544782	rt @cnbcclosingbell : $ibm stock is up around 12 % since the election . kelly will speak with ibm ceo ginni rometty later today - first on cnb	2017-03-21T17:14:53.000Z	1	rt cnbcclosingbell ibm stock up around 12 since election kelly speak ibm ceo ginni rometty later today first	0	0	10
544814	a @souq / $amzn transaction at $800m would represent ~ 0.20 % of amazon s market cap . no brainer .	2017-03-21T17:13:22.000Z	1	souq amzn transaction 800m would represent amazon’s market cap no	0	0	8
544823	$spy will it finally have an intra-day dip below 1 % ?	2017-03-21T17:12:54.000Z	1	spy finally intraday dip below 1	1	0	0
544851	strong momentum in $gld all day :	2017-03-21T17:11:35.000Z	1	strong momentum gld day	1	0	5
544935	why bank stocks are getting crushed $bac $ms $gs via @ben_levisohn	2017-03-21T17:08:05.000Z	-1	bank stocks getting crushed bac ms gs via benlevisohn	0	1	2
544979	#stock market leaders by price volume $bac $aapl $fb $amzn $jpm $googl $goog see full list	2017-03-21T17:05:51.000Z	1	stock market leaders price volume bac aapl fb amzn jpm googl goog see full list ➡️	0	0	0
544982	dow laggards right now : $gs , $cat , $ba	2017-03-21T17:05:45.000Z	-1	dow laggards right gs cat ba	0	0	1
544984	goldman sachs to expand eu presence ahead of #brexit $gs	2017-03-21T17:05:36.000Z	1	goldman sachs expand eu presence ahead brexit gs	0	0	0
544999	apple 's tradeoff between giving away memory and earning it back through services . via @djtgallagher $aapl	2017-03-21T17:42:50.000Z	1	apples giving away memory earning back services via aapl	0	0	2
545023	@lanceulanoff @cnbcfastmoney not sure . this clearly shows $aapl is one of the most innovative companies on earth . maybe they need more ram ?	2017-03-21T17:42:06.000Z	1	cnbcfastmoney not sure clearly shows aapl one innovative companies earth maybe need	1	0	0
545120	bank #stocks suffer as financial sector drops in broad market decline $bac -5.6 $ms -4 %	2017-03-21T17:38:03.000Z	-1	bank stocks suffer financial sector drops broad market decline bac 56 ms 4	0	2	3
545307	rt @lamonicabuzz : what the heck is going on with bofa ? all banks down today . but $bac is down more than 5 % . it had rallied the most before	2017-03-21T17:30:46.000Z	1	rt lamonicabuzz heck going bofa banks down today bac down 5 rallied	0	0	5
545338	3 tips for you to trade stocks without spending one dollar you can start asap $fb $twtr	2017-03-21T17:30:12.000Z	1	3 tips trade stocks without spending one dollar start asap fb twtr	0	0	12
545399	why stock market should care about #obamacare vote via @barronsonline @realdonaldtrump $spy $dia	2017-03-21T17:28:19.000Z	1	stock market care obamacare vote via barronsonline realdonaldtrump spy dia	0	0	1
545446	$spx poised for first 1 % since october .	2017-03-21T17:26:54.000Z	1	spx poised first 1 since october	0	0	1
545578	so there it is ... the 1 % + drop for s & amp ; p 500 ... 1st since oct 11 , if we close by that amount ... $spy	2017-03-21T17:56:21.000Z	-1	1 drop sampp since oct 11 close amount spy	0	1	3
545617	apple could lose its world 's biggest public company crown in 2018 to an ipo ? ! ? $aapl	2017-03-21T17:55:10.000Z	1	apple could lose biggest public crown 2018 ipo aapl	0	1	11
545627	rt @charliebilello : the risk of a crash has never been higher ? new post . $spx	2017-03-21T17:54:57.000Z	1	rt charliebilello risk crash never higher new post spx	0	1	64
545631	$djia , $spx down 1 % for the day ... first time since october	2017-03-21T17:54:52.000Z	-1	djia spx down 1 day first time since october	0	0	0
545632	current unusual #options activity $urbn $bac $hd $mo see full list	2017-03-21T17:54:51.000Z	1	current unusual options activity urbn bac hd mo see full list ➡️	0	0	0
546047	icymi : tesla / solarcity unit - confirmed , undisclosed sec investigation $tsla	2017-03-21T18:12:02.000Z	1	icymi tesla solarcity unit confirmed undisclosed sec investigation tsla	0	2	2
546268	rt @cnbcclosingbell : coming up on @powerlunch kelly will interview $ibm 's ceo..and she 'll have even more w/ ginni later on closing bell ! st	2017-03-21T18:04:34.000Z	1	rt cnbcclosingbell coming up powerlunch kelly interview ibms shell even w ginni later closing bell st	0	1	6
546371	tune in now @cnbc on $ibm	2017-03-21T18:01:29.000Z	1	tune cnbc ibm	0	0	0
546389	$iwm put sweepers from before the bounce , should be looking nice again now :	2017-03-21T18:00:52.000Z	1	iwm put sweepers bounce looking nice	0	1	0
546400	video : $gs ' hatzius discusses march s much anticipated rate hike on strength of solid employment data .	2017-03-21T18:00:45.000Z	1	video gs hatzius discusses much anticipated rate hike strength solid employment data	1	0	7
546408	market is not really down 220 points today ... it 's #fakenews $spy is wrong ! ! @realdonaldtrump	2017-03-21T18:00:35.000Z	-1	market not really down 220 points today fakenews spy wrong realdonaldtrump	0	1	4
546432	remember when the nasdaq composite index hit a record intraday high ? it was 9:36 am et today $qqq	2017-03-21T18:00:08.000Z	1	remember nasdaq composite index hit record intraday high 936 et today qqq	0	0	0
546518	rt @loubasenese : signs the #contrarian trade in $aapl since summer 2016 ( under $100 ) is coming to an end	2017-03-21T18:32:03.000Z	1	rt loubasenese signs trade aapl since summer 2016 100 coming end	0	0	2
546597	rt @brendanjcahill : peter faircy : @amazon marketplace sells 50 % of all $amzn sales , in 189 countries around the world #shoptalk17	2017-03-21T18:29:15.000Z	1	rt peter amazon marketplace sells 50 amzn sales countries around world shoptalk17	0	1	1
546724	podcast : electronics ban on airplanes . $aal $vix $dks $atvi $urbn $aapl $amzn	2017-03-21T18:24:05.000Z	1	podcast ban aal vix dks atvi urbn aapl amzn	0	0	2
546766	rt @drpaulydesantis : drug spend ( % of total healthcare spend ) has remained between 9-12 % since 2000 vs 55-60 % for professional services & amp ; h	2017-03-21T18:22:22.000Z	1	rt drug spend total healthcare spend since 2000 vs professional services amp h	0	0	66
546767	rt @humonthemarkets : the last time $djia closed down at least 1 % was back on oct 11. it was at 18129 then , and is at 20715 now ... .still up	2017-03-21T18:22:18.000Z	1	rt humonthemarkets last time djia closed down least 1 back oct 11 up	0	1	3
546809	even the $aapl bears are coming around to the idea of an iphone 8 super cycle :	2017-03-21T18:20:25.000Z	1	even aapl bears coming around idea iphone 8 super cycle	0	0	1
546873	this is a good chart . intra-day of the s & amp ; p 500 and the $xlf . the financials have just eroded .	2017-03-21T18:17:58.000Z	1	good chart intraday sampp 500 xlf financials	1	1	1
546878	i see this and think back to @tyrangiel getting us new macbooks @bw . i 've since bought maybe a dozen $aapl products	2017-03-21T18:17:49.000Z	1	see think back getting us new macbooks ive since bought maybe dozen aapl products	0	0	0
546948	10 steps to become a stock market millionaire watch this closely and take notes please $fb $twtr	2017-03-21T18:15:27.000Z	1	10 steps become stock market millionaire watch closely take notes please fb twtr	0	0	10
546962	nat gas investors gauging pricing impact of fickle winter weather $dgaz $ugaz $ung	2017-03-21T18:15:02.000Z	-1	nat gas investors pricing impact weather dgaz ugaz ung	0	0	0
547054	rt @pjgoodfellow : up from 70k a year ago $amzn #shoptalk17	2017-03-21T18:49:51.000Z	1	rt up year ago amzn shoptalk17	0	0	2
547074	shares of facebook are trading up over 20 % year-to-date to about $140 $fb	2017-03-21T18:49:01.000Z	1	shares facebook trading up 20 yeartodate 140 fb	0	0	4
547193	tesla s handicap now looks like an advantage via @barronsnext $tsla	2017-03-21T18:44:31.000Z	1	tesla’s looks like advantage via barronsnext tsla	1	0	0
547203	rt @courtreagan : @amazon making a pitch to brands at #shoptalk17 to list on the site . fulfillment services , customer service mgmt , delivery	2017-03-21T18:44:04.000Z	1	rt amazon making pitch brands shoptalk17 list site fulfillment services customer service mgmt delivery	0	0	2
547235	rt @mevans14 : faricy of $amzn says brands want access to world-class fulfillment and support services . #amazon helps companies go global . #	2017-03-21T18:43:05.000Z	1	rt mevans14 amzn says brands want access worldclass fulfillment support services amazon helps companies go global	0	0	2
547393	gene munster talks about apple 's new video making app $aapl $snap	2017-03-21T18:37:00.000Z	1	gene munster talks apples new video making app aapl snap	0	0	0
547410	rt @optionsaction : $c -2 % $gs -3 % $bac -5 % here s how @riskreversal said to play $c	2017-03-21T18:36:16.000Z	-1	rt optionsaction c 2 gs 3 bac 5 here’s riskreversal said play c	0	0	8
547443	with apple well into overbought territory a healthy pullback is overdue $aapl	2017-03-21T18:34:52.000Z	-1	apple well overbought territory healthy pullback aapl	0	2	1
547447	$c -2 % $gs -3 % $bac -5 % here s how @riskreversal said to play $c	2017-03-21T18:34:47.000Z	1	c 2 gs 3 bac 5 here’s riskreversal said play c	0	0	8
547603	they could n't hold onto the gains as broader market slumped . but $aapl $goog $fb $amzn $nflx each hit all-time highs earlier today .	2017-03-21T20:00:48.000Z	1	couldnt hold onto gains broader market aapl goog fb amzn nflx hit alltime highs earlier today	2	0	2
547605	$aapl stock climbed to record highs today . we take a look at why @warrenbuffett quadrupled his holdings back in feb	2017-03-21T20:00:47.000Z	1	aapl stock climbed record highs today take look warrenbuffett quadrupled holdings back feb	1	0	0
547645	pro : the trump rally may have come to an end $spy	2017-03-21T20:00:03.000Z	1	pro trump rally may come end spy	0	0	0
547758	get ready ! nike reports earnings in just a few minutes . it 's already up 15 % this year : $nke	2017-03-21T19:56:51.000Z	1	get ready nike reports earnings minutes already up 15 year nke	0	0	8
547912	look to $nke earnings after the #market closes today as it has been facing challenges from competition lately . #earnings	2017-03-21T19:52:41.000Z	1	look nke earnings market closes today facing challenges competition lately earnings	0	1	0
547979	the s & amp ; p small cap 600 sank 2.1 % , more than twice the decline of the s & amp ; p 500 's . $sml $spx #wallstreet	2017-03-21T19:50:19.000Z	-1	sampp small cap 600 21 twice decline sampp 500s spx wallstreet	0	1	0
548026	fedex does not deliver . at all . earnings miss . $fdx down 3.5 % after hours . keep eye on $ups as well .	2017-03-21T20:17:13.000Z	-1	fedex not deliver earnings miss fdx down 35 hours keep eye ups well	0	1	2
548103	#breaking : nike $nke q3 earnings per share ( eps ) , $0.68 vs. $0.53 expected	2017-03-21T20:15:35.000Z	1	breaking nike nke q3 earnings per share eps vs expected	0	1	5
548104	#breaking : nike $nke q3 revenue , $8.43b vs. $8.47b expected	2017-03-21T20:15:35.000Z	1	breaking nike nke q3 revenue vs expected	0	1	3
548222	#facebook : btig upgrades to buy $fb via @barronstechblog	2017-03-21T20:12:13.000Z	1	facebook btig upgrades buy fb via barronstechblog	1	0	4
548297	. @cnet 's @jetscott tried out #clips . he says apple 's new app is designed to be like imovie for social video posts .	2017-03-21T20:09:57.000Z	1	tried says apples new app like social video posts	0	0	16
548339	worst day for nasdaq since sept 9. worst day for dow $dia since sept 13. worst day for s & amp ; p 500 $spy since oct. 11. thanks @humonthemarkets !	2017-03-21T20:08:27.000Z	-1	worst day nasdaq since sept 9 worst day dow dia since sept 13 worst day sampp 500 spy since oct 11 thanks humonthemarkets	0	3	6
548357	tim cook needs to internalize this chart about ipads : @shiraovide via @bfly $aapl	2017-03-21T20:07:29.000Z	-1	tim cook needs chart ipads shiraovide via bfly aapl	0	0	1
548390	adobe , microsoft join forces in sales , marketing software : $adbe $msft $orcl $crm	2017-03-21T20:06:20.000Z	1	adobe microsoft join forces sales marketing software adbe msft orcl crm	0	0	0
548441	live : financial etf $xlf down nearly 3 % - @mylesudland explains why investors are so scared	2017-03-21T20:05:08.000Z	-1	live financial etf xlf down nearly 3 mylesudland explains investors scared	0	0	4
548487	costco announces home delivery , handy for when you do n't want to schlep your bulk items :	2017-03-21T20:04:06.000Z	1	costco announces home delivery handy dont want bulk items	0	0	4
548545	nike 's effective tax rate in most recent quarter : 13.8 % $nke @realdonaldtrump	2017-03-21T20:29:20.000Z	1	nikes effective tax rate recent quarter 138 nke realdonaldtrump	1	0	0
548602	rt @callieabost : worth noting that after the may 1995 streak ended , $spx gained another 19 % through the end of that year .	2017-03-21T20:27:17.000Z	1	rt callieabost worth noting may streak ended spx gained another 19 end year	1	0	3
548608	nike 's q3 results : sales in line with estimates ( $8.4b ) earnings beat ( $1.1b ; $0.68 /share ) gross margin miss ( fell to 44.5 % ) $nke	2017-03-21T20:27:05.000Z	-1	nikes q3 results sales line estimates earnings beat share gross margin miss fell nke	0	1	10
548613	well done @mariojosepalma beating 265 other analysts and the wall street consensus to take the win for $nke -	2017-03-21T20:26:55.000Z	1	well done beating 265 analysts wall street consensus take win nke	1	0	0
548635	this afternoon 's winner for $nke is @mariojosepalma who beats 265 other analysts and the wall street consensus -	2017-03-21T20:26:12.000Z	1	afternoons winner nke beats 265 analysts wall street consensus	1	0	0
548636	$nke beats the estimize eps consensus by 13c and misses the estimize revenue consensus by $39.57m -	2017-03-21T20:26:12.000Z	1	nke beats estimize eps consensus 13c misses estimize revenue consensus	0	1	0
548637	$nke reports fq3 earnings of 68c eps and $8.43b revs -	2017-03-21T20:26:11.000Z	1	nke reports earnings eps revs	0	0	0
548689	since the pc was invented , demand for #semiconductors and data storage has soared . $mu is a winner in this space :	2017-03-21T20:25:08.000Z	1	since pc demand data storage soared mu winner space	2	0	0
548710	@northmantrader hell of a weekly candle on $aapl for now ...	2017-03-21T20:24:39.000Z	1	hell weekly candle aapl	0	0	2
548770	great work by analyst_5135597 who takes the win for $fdx beating 71 other analysts and the wall street consensus -	2017-03-21T20:23:14.000Z	1	great work takes win fdx beating 71 analysts wall street consensus	1	0	0
548773	$fdx reports fq3 earnings of $2.35 eps and $15b revs -	2017-03-21T20:23:13.000Z	1	fdx reports earnings 235 eps 15b revs	0	0	0
548894	$fdx falling on its earnings report . @morganlbrennan giving us those numbers !	2017-03-21T20:20:19.000Z	-1	fdx falling earnings report giving us numbers	0	1	3
548913	cue crying jordan ? or happy mars blackmon ? nike eps beat pretty handily . but revs miss forecasts . $nke flat after hours . got ta be the shoes .	2017-03-21T20:19:45.000Z	-1	cue happy mars nike eps beat pretty revs miss forecasts nke flat hours got ta	1	2	0
548935	$nke higher after reporting earnings . @saraeisen breaking the numbers right now !	2017-03-21T20:19:05.000Z	1	nke higher reporting earnings saraeisen breaking numbers right	0	1	1
548979	fedex reports q3 eps $2.35 vs $2.62 est. , adj . sales $15b vs $14.99b est . $fdx	2017-03-21T20:18:18.000Z	-1	fedex reports q3 eps 235 vs est adj sales 15b vs est fdx	0	0	1
549323	customers trust incumbents much more than $tsla	2017-03-22T10:17:40.000Z	-1	customers trust much tsla	0	0	5
549575	$spx - [ usdrub ] waiting for bullish signal ... -	2017-03-22T13:20:00.000Z	1	spx waiting bullish signal	0	0	0
549614	is this the bottom ? $spy $voo	2017-03-22T13:18:24.000Z	-1	bottom spy voo	0	0	7
549645	#stockalert - stocks to watch today on #wallstreet $nke $fdx	2017-03-22T13:17:06.000Z	1	stockalert stocks watch today wallstreet nke fdx	0	0	7
549677	apple 's $246.1 billion in cash is worth more than all but 13 companies in the s & amp ; p 500 , via @lamonicabuzz $aapl	2017-03-22T13:15:55.000Z	1	apples billion cash worth 13 companies sampp 500 via lamonicabuzz aapl	0	0	3
549819	$vrx- marc lasry of avenue capital owns senior secured debt of valeant	2017-03-22T13:10:06.000Z	1	vrx capital owns senior debt valeant	0	0	2
550058	apple unveils ai-fueled video-sharing app $aapl	2017-03-22T13:38:08.000Z	1	apple unveils app aapl	0	0	13
550081	rt @ivanhoff : adidas vs $nke $ua in the past year . it 's not about valuation . it 's about creating products that people want to buy	2017-03-22T13:37:24.000Z	-1	rt ivanhoff adidas vs nke ua past year not valuation creating products people want buy	1	0	7
550102	tech stocks : $aapl $amzn $fb $nflx	2017-03-22T13:36:37.000Z	1	tech stocks aapl amzn fb nflx	0	0	8
550127	the world lost chuck barris . rip . the gong show was great . bring it back netflix . $nflx	2017-03-22T13:35:33.000Z	1	world lost chuck rip show great bring back netflix nflx	0	1	1
550131	. @cisco ringing the @nasdaq opening bell in celebration of its recent acquisition of @appdynamics ! $csco	2017-03-22T13:35:23.000Z	1	cisco nasdaq opening bell recent acquisition appdynamics csco	0	0	90
550156	#shares of $bidu fell on news that chief scientist andrew yan-tak ng will retire .	2017-03-22T13:35:01.000Z	-1	shares bidu fell news chief andrew	0	0	0
